client_id,segment,age,income,region,channel,card_type,credit_limit,issue_date,activated,activation_days
CLT01021,Массовый+,30,2775.77,Минская область,Интернет-банк,Золотая,7941.52,2024-01-25,0,
CLT01022,Массовый,26,1511.33,Минск,Интернет-банк,Классическая,7032.09,2024-02-14,0,
CLT01023,Массовый,37,2240.74,Гомельская область,Мобильное приложение,Классическая,7072.27,2024-01-21,0,
CLT01024,Массовый,44,1179.18,Брестская область,Интернет-банк,Классическая,3596.92,2023-05-10,0,
CLT01025,Массовый+,31,5332.81,Гродненская область,Отделение,Золотая,18632.79,2023-02-26,0,
CLT01026,Массовый,43,2128.66,Брестская область,Партнёр,Классическая,4414.04,2024-01-15,0,
CLT01027,Массовый+,45,4931.23,Брестская область,Интернет-банк,Классическая,17868.49,2024-01-22,1,15.0
CLT01028,Массовый,23,2485.49,Минск,Интернет-банк,Классическая,9467.55,2023-08-02,1,17.0
CLT01029,Массовый,34,1939.9,Брестская область,Мобильное приложение,Классическая,9857.15,2023-03-01,1,12.0
CLT01030,Массовый+,47,2749.17,Минская область,Отделение,Золотая,14761.44,2024-03-13,1,18.0
CLT01031,Массовый+,38,2878.24,Минская область,Мобильное приложение,Классическая,13676.64,2023-08-22,1,23.0
CLT01032,Премиум,54,9524.76,Брестская область,Мобильное приложение,Золотая,42814.93,2024-01-04,1,10.0
CLT01033,Массовый,28,1764.27,Минская область,Мобильное приложение,Классическая,4440.22,2023-01-11,1,30.0
CLT01034,Премиум,56,8125.18,Витебская область,Мобильное приложение,Платиновая,16515.3,2023-10-20,1,12.0
CLT01035,Массовый,26,1601.08,Гродненская область,Мобильное приложение,Классическая,7078.92,2024-01-01,1,15.0
CLT01036,Массовый,36,2247.63,Минская область,Интернет-банк,Классическая,12490.84,2023-02-12,0,
CLT01037,Массовый,24,951.25,Минская область,Интернет-банк,Классическая,2827.45,2023-07-22,1,11.0
CLT01038,Массовый,39,2413.52,Минская область,Мобильное приложение,Классическая,5467.15,2024-05-07,0,
CLT01039,Массовый+,28,2596.54,Минск,Мобильное приложение,Золотая,13403.95,2023-09-27,1,18.0
CLT01040,Массовый+,33,2929.05,Гродненская область,Отделение,Классическая,16615.35,2024-03-24,1,11.0
CLT01041,Массовый,29,1371.08,Гомельская область,Мобильное приложение,Классическая,4800.21,2024-03-18,1,5.0
CLT01042,Массовый,25,2305.18,Минск,Мобильное приложение,Классическая,6581.66,2024-06-14,1,27.0
CLT01043,Массовый,22,802.95,Минск,Мобильное приложение,Классическая,3675.57,2024-05-20,0,
CLT01044,Массовый,20,1040.84,Минская область,Мобильное приложение,Классическая,5625.62,2023-06-21,1,28.0
CLT01045,Массовый,23,2482.71,Витебская область,Интернет-банк,Классическая,5411.5,2023-07-16,1,3.0
CLT01046,Массовый+,48,2808.66,Минская область,Интернет-банк,Классическая,14107.49,2023-08-12,1,11.0
CLT01047,Массовый+,52,5795.1,Гомельская область,Партнёр,Классическая,15244.55,2023-01-23,0,
CLT01048,Премиум,53,18706.56,Минская область,Интернет-банк,Золотая,92750.28,2023-07-04,1,8.0
CLT01049,Private,54,26889.56,Минск,Интернет-банк,Платиновая,96707.47,2024-01-15,1,21.0
CLT01050,Массовый+,40,2887.71,Минск,Интернет-банк,Классическая,7713.21,2023-01-08,0,
CLT01051,Массовый,39,1235.71,Минская область,Отделение,Классическая,3286.59,2023-02-02,0,
CLT01052,Массовый+,36,4830.7,Минск,Интернет-банк,Классическая,16320.83,2023-09-21,1,20.0
CLT01053,Массовый,36,2259.38,Минск,Интернет-банк,Классическая,5005.24,2024-04-01,0,
CLT01054,Массовый,19,1937.2,Минск,Интернет-банк,Классическая,6918.93,2023-02-01,0,
CLT01055,Премиум,46,19525.75,Минская область,Отделение,Платиновая,110373.33,2023-06-29,1,6.0
CLT01056,Массовый,31,1789.94,Минск,Интернет-банк,Классическая,6191.5,2023-04-08,0,
CLT01057,Массовый+,54,3092.43,Гродненская область,Мобильное приложение,Классическая,17991.53,2024-06-08,0,
CLT01058,Массовый,30,1178.09,Брестская область,Мобильное приложение,Классическая,5129.35,2023-11-01,0,
CLT01059,Массовый,31,1198.91,Минск,Мобильное приложение,Классическая,4566.73,2023-12-02,1,11.0
CLT01060,Массовый+,27,5959.74,Минск,Мобильное приложение,Золотая,34958.28,2023-07-01,1,2.0
CLT01061,Массовый,38,2251.71,Минская область,Мобильное приложение,Классическая,11217.22,2023-11-25,1,2.0
CLT01062,Массовый,27,1473.6,Минск,Мобильное приложение,Классическая,4498.67,2024-04-20,0,
CLT01063,Массовый+,46,4913.77,Минск,Отделение,Золотая,26154.81,2024-06-28,0,
CLT01064,Массовый,29,813.67,Могилёвская область,Мобильное приложение,Классическая,3015.73,2023-11-20,0,
CLT01065,Массовый,38,1564.1,Гомельская область,Отделение,Классическая,8216.51,2024-01-28,1,15.0
CLT01066,Массовый,18,2029.31,Минская область,Мобильное приложение,Классическая,8274.44,2024-02-10,0,
CLT01067,Массовый,30,1500.27,Минская область,Интернет-банк,Классическая,6285.62,2023-12-29,0,
CLT01068,Массовый,21,1116.24,Минск,Отделение,Классическая,2927.45,2024-06-25,1,11.0
CLT01069,Массовый+,52,5226.3,Минская область,Отделение,Золотая,22071.6,2023-11-10,0,
CLT01070,Массовый,39,928.03,Минск,Интернет-банк,Классическая,4815.02,2023-06-15,1,8.0
CLT01071,Массовый,33,1514.21,Минск,Отделение,Классическая,8613.36,2024-06-20,1,27.0
CLT01072,Массовый,36,1573.65,Минск,Интернет-банк,Классическая,7536.07,2023-01-17,0,
CLT01073,Массовый+,47,3209.27,Гродненская область,Отделение,Золотая,18508.18,2024-01-18,1,2.0
CLT01074,Массовый,36,2123.06,Гродненская область,Мобильное приложение,Классическая,8994.8,2023-02-27,0,
CLT01075,Массовый+,38,5561.91,Минская область,Мобильное приложение,Классическая,31057.69,2024-01-30,1,8.0
CLT01076,Массовый,44,1195.16,Витебская область,Отделение,Классическая,3281.75,2023-05-10,1,2.0
CLT01077,Массовый,29,817.83,Гродненская область,Мобильное приложение,Классическая,3460.58,2023-12-19,1,21.0
CLT01078,Массовый+,41,5394.5,Минск,Мобильное приложение,Классическая,18563.57,2023-03-17,0,
CLT01079,Массовый,43,1998.62,Брестская область,Партнёр,Классическая,5974.13,2024-02-26,1,17.0
CLT01080,Массовый,36,1329.84,Гродненская область,Отделение,Классическая,7514.34,2023-08-20,0,
CLT01081,Массовый,25,1893.02,Гродненская область,Мобильное приложение,Классическая,8079.46,2023-05-09,0,
CLT01082,Массовый+,25,3115.57,Гродненская область,Интернет-банк,Классическая,18113.33,2023-05-12,1,8.0
CLT01083,Массовый,39,2268.41,Минская область,Интернет-банк,Классическая,13113.83,2023-12-20,1,22.0
CLT01084,Массовый+,47,5434.28,Минск,Мобильное приложение,Золотая,26711.85,2023-10-10,0,
CLT01085,Массовый+,25,2969.47,Брестская область,Отделение,Золотая,7066.6,2023-08-19,1,27.0
CLT01086,Премиум,40,7090.3,Минск,Интернет-банк,Платиновая,15255.18,2023-09-15,0,
CLT01087,Массовый,19,2146.61,Минск,Отделение,Классическая,12123.18,2023-09-28,0,
CLT01088,Массовый,43,806.02,Минская область,Мобильное приложение,Классическая,4193.02,2024-01-04,0,
CLT01089,Массовый+,27,3066.11,Брестская область,Отделение,Классическая,13806.26,2023-01-07,0,
CLT01090,Массовый,45,848.52,Витебская область,Отделение,Классическая,2367.38,2023-06-10,0,
CLT01091,Массовый,27,806.36,Минская область,Партнёр,Классическая,3192.39,2023-04-06,1,25.0
CLT01092,Массовый,39,813.36,Минская область,Мобильное приложение,Классическая,3848.28,2024-03-11,0,
CLT01093,Премиум,57,14701.05,Могилёвская область,Мобильное приложение,Золотая,61648.22,2023-12-10,0,
CLT01094,Массовый,34,1431.18,Витебская область,Мобильное приложение,Классическая,3248.74,2023-02-24,0,
CLT01095,Массовый,20,2319.92,Минск,Мобильное приложение,Классическая,6467.18,2024-04-13,1,15.0
CLT01096,Массовый,19,1577.24,Минская область,Отделение,Классическая,5239.51,2023-09-08,1,2.0
CLT01097,Массовый,30,985.48,Гродненская область,Отделение,Классическая,4437.81,2023-06-28,0,
CLT01098,Массовый,39,1309.26,Минск,Мобильное приложение,Классическая,5179.22,2023-10-03,0,
CLT01099,Премиум,53,12405.94,Минск,Отделение,Золотая,63449.7,2024-03-16,1,9.0
CLT01100,Массовый,30,1657.08,Минск,Мобильное приложение,Классическая,4487.59,2023-11-06,1,16.0
CLT01101,Массовый,27,2418.7,Минск,Мобильное приложение,Классическая,5118.35,2023-07-31,1,28.0
CLT01102,Премиум,36,8235.94,Гомельская область,Мобильное приложение,Золотая,24577.25,2023-10-28,0,
CLT01103,Массовый,24,1956.44,Минская область,Мобильное приложение,Классическая,3978.52,2023-06-15,1,5.0
CLT01104,Массовый,33,1969.92,Гродненская область,Отделение,Классическая,10835.35,2023-12-17,1,4.0
CLT01105,Массовый,45,2314.95,Могилёвская область,Отделение,Классическая,4755.06,2023-06-24,0,
CLT01106,Массовый,43,2494.63,Минск,Интернет-банк,Классическая,9477.68,2023-07-08,0,
CLT01107,Массовый,34,2009.05,Гомельская область,Отделение,Классическая,4674.26,2023-12-30,0,
CLT01108,Массовый+,52,4803.63,Гродненская область,Мобильное приложение,Золотая,26073.19,2023-05-12,1,3.0
CLT01109,Массовый+,49,4226.49,Минск,Партнёр,Золотая,21632.97,2023-01-03,1,27.0
CLT01110,Премиум,31,12397.36,Минск,Мобильное приложение,Платиновая,33237.41,2023-01-22,0,
CLT01111,Массовый,23,1774.01,Минская область,Мобильное приложение,Классическая,3697.35,2023-08-20,0,
CLT01112,Премиум,30,15740.8,Брестская область,Интернет-банк,Платиновая,67147.57,2024-03-13,0,
CLT01113,Массовый+,54,2903.52,Гомельская область,Интернет-банк,Золотая,12689.24,2024-04-29,1,18.0
CLT01114,Массовый+,46,4613.61,Брестская область,Интернет-банк,Золотая,12293.01,2023-12-14,1,2.0
CLT01115,Массовый,19,1325.47,Минск,Мобильное приложение,Классическая,3914.81,2023-06-05,0,
CLT01116,Массовый,38,1629.3,Брестская область,Интернет-банк,Классическая,6125.79,2023-12-10,0,
CLT01117,Массовый,35,1257.81,Гомельская область,Интернет-банк,Классическая,6251.7,2023-12-18,0,
CLT01118,Массовый,43,1069.28,Минск,Интернет-банк,Классическая,2614.02,2023-08-12,1,19.0
CLT01119,Массовый,34,898.52,Брестская область,Отделение,Классическая,3895.69,2023-07-26,1,27.0
CLT01120,Премиум,31,14428.38,Брестская область,Партнёр,Золотая,36907.61,2023-11-03,1,17.0
CLT01121,Массовый+,45,5119.55,Брестская область,Мобильное приложение,Классическая,17676.24,2024-03-28,1,25.0
CLT01122,Премиум,59,18102.79,Минск,Мобильное приложение,Платиновая,94708.71,2024-05-19,1,3.0
CLT01123,Массовый,23,1105.3,Минская область,Отделение,Классическая,5205.97,2023-06-28,0,
CLT01124,Массовый,33,2102.62,Минск,Мобильное приложение,Классическая,8493.63,2024-04-30,1,17.0
CLT01125,Массовый,43,2305.52,Гомельская область,Мобильное приложение,Классическая,10063.08,2024-02-05,0,
CLT01126,Массовый+,30,3983.07,Гродненская область,Отделение,Золотая,8844.72,2023-10-06,0,
CLT01127,Массовый,29,2395.99,Витебская область,Мобильное приложение,Классическая,13778.74,2023-06-04,1,7.0
CLT01128,Массовый+,27,4212.38,Витебская область,Интернет-банк,Золотая,18594.02,2024-05-05,0,
CLT01129,Private,56,70523.16,Минск,Отделение,Платиновая,144479.95,2023-11-16,1,29.0
CLT01130,Массовый,28,1228.19,Минская область,Мобильное приложение,Классическая,3619.68,2024-06-19,0,
CLT01131,Массовый,26,1497.35,Минск,Мобильное приложение,Классическая,3741.92,2023-09-26,1,7.0
CLT01132,Премиум,31,8897.62,Брестская область,Отделение,Платиновая,29166.19,2023-09-09,0,
CLT01133,Массовый+,45,5164.06,Гродненская область,Интернет-банк,Классическая,11536.02,2023-12-13,1,6.0
CLT01134,Премиум,48,12145.26,Минск,Мобильное приложение,Платиновая,57793.81,2023-12-14,1,12.0
CLT01135,Массовый+,31,3476.22,Минская область,Мобильное приложение,Классическая,17329.3,2024-01-06,1,12.0
CLT01136,Массовый,27,1885.08,Гомельская область,Интернет-банк,Классическая,5108.73,2024-05-14,1,29.0
CLT01137,Массовый,45,1172.37,Минская область,Интернет-банк,Классическая,4342.02,2024-01-24,0,
CLT01138,Массовый,33,1564.53,Минск,Интернет-банк,Классическая,6134.56,2023-12-06,1,1.0
CLT01139,Массовый+,44,2645.95,Гродненская область,Интернет-банк,Классическая,15463.93,2023-02-25,0,
CLT01140,Массовый,35,1018.92,Минская область,Мобильное приложение,Классическая,3066.27,2024-05-06,1,30.0
CLT01141,Массовый,38,2074.33,Могилёвская область,Интернет-банк,Классическая,12268.04,2023-06-15,1,8.0
CLT01142,Массовый,18,1424.47,Минская область,Интернет-банк,Классическая,5047.87,2023-09-07,0,
CLT01143,Массовый,23,1404.6,Минская область,Мобильное приложение,Классическая,3034.27,2023-04-11,0,
CLT01144,Массовый,33,952.86,Минск,Партнёр,Классическая,5616.47,2024-04-11,0,
CLT01145,Премиум,58,14503.64,Витебская область,Интернет-банк,Платиновая,52115.09,2023-08-02,1,4.0
CLT01146,Массовый,30,1621.96,Гомельская область,Отделение,Классическая,4968.14,2023-10-07,0,
CLT01147,Массовый,41,1762.75,Витебская область,Интернет-банк,Классическая,4164.22,2023-06-22,0,
CLT01148,Массовый+,54,3878.79,Минск,Мобильное приложение,Классическая,8891.49,2023-09-29,1,19.0
CLT01149,Массовый+,32,2586.2,Гродненская область,Интернет-банк,Классическая,9216.1,2023-04-11,1,10.0
CLT01150,Массовый,22,961.78,Минская область,Мобильное приложение,Классическая,5641.01,2024-04-17,1,8.0
CLT01151,Массовый,19,2090.37,Гродненская область,Отделение,Классическая,9313.23,2023-11-22,1,9.0
CLT01152,Массовый,25,1363.5,Брестская область,Отделение,Классическая,3691.95,2023-01-30,1,22.0
CLT01153,Массовый,20,1054.55,Минск,Отделение,Классическая,4480.2,2023-05-06,0,
CLT01154,Массовый+,52,3598.8,Гродненская область,Интернет-банк,Классическая,18873.09,2023-10-29,0,
CLT01155,Массовый,25,1318.36,Минская область,Мобильное приложение,Классическая,7702.11,2023-02-05,0,
CLT01156,Премиум,32,12407.72,Могилёвская область,Партнёр,Платиновая,72398.96,2023-05-29,0,
CLT01157,Массовый,30,1142.53,Минск,Мобильное приложение,Классическая,4378.4,2024-02-07,1,12.0
CLT01158,Массовый,20,806.27,Минская область,Отделение,Классическая,3643.33,2023-10-12,0,
CLT01159,Массовый,34,1761.72,Брестская область,Отделение,Классическая,5866.62,2023-12-19,1,17.0
CLT01160,Массовый+,46,5614.77,Брестская область,Мобильное приложение,Классическая,15444.59,2024-03-24,0,
CLT01161,Массовый+,39,5629.23,Минск,Мобильное приложение,Золотая,22226.74,2023-08-07,1,29.0
CLT01162,Массовый,24,2473.7,Гомельская область,Мобильное приложение,Классическая,13314.49,2024-01-17,0,
CLT01163,Массовый,36,1097.62,Минск,Мобильное приложение,Классическая,2569.31,2023-06-06,1,29.0
CLT01164,Private,60,81706.16,Гродненская область,Отделение,Привилегия,323939.71,2023-05-25,1,2.0
CLT01165,Массовый,45,1544.89,Минская область,Мобильное приложение,Классическая,6712.02,2023-06-24,0,
CLT01166,Массовый+,48,5877.24,Минская область,Мобильное приложение,Золотая,22595.1,2023-08-07,1,20.0
CLT01167,Массовый,22,1773.62,Брестская область,Интернет-банк,Классическая,3555.71,2023-12-20,0,
CLT01168,Массовый+,26,2736.78,Минск,Интернет-банк,Золотая,8524.74,2023-07-20,0,
CLT01169,Массовый,30,2374.06,Минск,Интернет-банк,Классическая,13952.82,2023-10-29,0,
CLT01170,Массовый,22,2409.58,Минская область,Отделение,Классическая,8495.68,2023-10-11,1,27.0
CLT01171,Массовый,42,1541.93,Брестская область,Мобильное приложение,Классическая,3122.28,2023-04-02,1,20.0
CLT01172,Массовый,30,1571.93,Гродненская область,Отделение,Классическая,3287.28,2023-06-16,1,10.0
CLT01173,Массовый+,45,5374.22,Брестская область,Отделение,Золотая,15250.09,2023-03-25,1,2.0
CLT01174,Массовый+,31,5454.76,Минск,Мобильное приложение,Золотая,12853.9,2023-01-27,1,12.0
CLT01175,Массовый,43,1805.34,Минск,Отделение,Классическая,6719.8,2024-06-11,0,
CLT01176,Массовый+,43,5082.52,Минск,Мобильное приложение,Золотая,28191.82,2023-11-08,0,
CLT01177,Премиум,35,6098.54,Брестская область,Мобильное приложение,Платиновая,34622.35,2024-02-14,0,
CLT01178,Массовый+,37,3918.52,Минск,Мобильное приложение,Золотая,9334.54,2023-09-11,1,5.0
CLT01179,Премиум,43,16472.94,Гомельская область,Интернет-банк,Платиновая,41072.38,2024-05-22,1,25.0
CLT01180,Массовый,41,1787.36,Минск,Партнёр,Классическая,6174.48,2023-08-01,1,14.0
CLT01181,Массовый,18,1701.16,Минская область,Мобильное приложение,Классическая,8312.06,2024-01-08,1,20.0
CLT01182,Массовый,32,1836.26,Минск,Интернет-банк,Классическая,9280.91,2023-07-05,1,19.0
CLT01183,Массовый,41,1574.96,Брестская область,Мобильное приложение,Классическая,3976.04,2024-05-23,1,14.0
CLT01184,Массовый,20,979.77,Могилёвская область,Мобильное приложение,Классическая,5043.44,2023-06-05,0,
CLT01185,Массовый,34,1889.47,Минская область,Мобильное приложение,Классическая,10009.82,2023-06-03,0,
CLT01186,Премиум,38,9794.09,Брестская область,Интернет-банк,Платиновая,45852.19,2023-01-25,1,28.0
CLT01187,Массовый,42,2039.84,Минск,Мобильное приложение,Классическая,9390.77,2023-04-25,1,3.0
CLT01188,Массовый,44,2235.89,Гомельская область,Мобильное приложение,Классическая,12487.81,2024-02-27,1,5.0
CLT01189,Массовый,29,1532.61,Минск,Интернет-банк,Классическая,8394.74,2024-05-04,1,16.0
CLT01190,Массовый,37,2168.87,Минская область,Партнёр,Классическая,12767.93,2023-09-08,0,
CLT01191,Массовый,34,1984.67,Минск,Мобильное приложение,Классическая,4960.57,2023-09-20,0,
CLT01192,Массовый,18,1033.04,Гродненская область,Мобильное приложение,Классическая,3888.09,2023-08-23,0,
CLT01193,Массовый,29,1418.15,Минская область,Отделение,Классическая,6772.04,2023-07-21,1,5.0
CLT01194,Массовый+,47,3470.22,Брестская область,Интернет-банк,Классическая,16308.95,2023-09-27,1,9.0
CLT01195,Массовый,18,2207.4,Гомельская область,Интернет-банк,Классическая,7998.9,2023-06-16,0,
CLT01196,Массовый,44,1967.22,Минск,Интернет-банк,Классическая,7550.19,2024-05-11,0,
CLT01197,Массовый,29,1235.86,Минск,Мобильное приложение,Классическая,3572.67,2023-08-29,1,28.0
CLT01198,Массовый,42,1720.58,Гомельская область,Интернет-банк,Классическая,4604.45,2024-04-29,0,
CLT01199,Массовый,21,1117.18,Минск,Интернет-банк,Классическая,5122.14,2023-08-24,0,
CLT01200,Массовый+,28,4312.77,Гомельская область,Интернет-банк,Золотая,14928.44,2023-04-23,0,
CLT01201,Премиум,41,13762.56,Минск,Интернет-банк,Платиновая,50715.95,2023-06-21,1,4.0
CLT01202,Массовый,23,1547.71,Минская область,Мобильное приложение,Классическая,9214.21,2023-05-12,1,12.0
CLT01203,Массовый,19,1316.69,Минск,Мобильное приложение,Классическая,5662.69,2023-09-25,1,26.0
CLT01204,Массовый,40,924.88,Гродненская область,Мобильное приложение,Классическая,3025.41,2023-08-08,0,
CLT01205,Массовый+,54,4458.12,Минская область,Интернет-банк,Золотая,11970.79,2023-03-20,1,13.0
CLT01206,Массовый,45,1142.14,Минск,Отделение,Классическая,4667.04,2024-06-08,0,
CLT01207,Массовый,41,1213.25,Минск,Отделение,Классическая,6733.36,2024-01-09,0,
CLT01208,Массовый,26,2022.86,Минск,Интернет-банк,Классическая,11919.38,2024-05-13,1,25.0
CLT01209,Массовый,19,1188.47,Гомельская область,Интернет-банк,Классическая,6043.13,2023-07-23,0,
CLT01210,Массовый,41,1147.85,Минск,Мобильное приложение,Классическая,4785.15,2023-06-22,0,
CLT01211,Массовый+,46,3215.15,Минск,Мобильное приложение,Золотая,13637.12,2023-08-14,0,
CLT01212,Массовый,40,1853.47,Витебская область,Отделение,Классическая,4471.02,2024-01-04,1,23.0
CLT01213,Премиум,48,17706.47,Брестская область,Мобильное приложение,Платиновая,88014.22,2023-09-10,1,19.0
CLT01214,Массовый+,50,2585.22,Брестская область,Мобильное приложение,Золотая,13682.6,2024-05-18,1,13.0
CLT01215,Массовый,33,980.27,Минская область,Партнёр,Классическая,3285.63,2023-03-05,1,2.0
CLT01216,Массовый,39,1943.97,Гомельская область,Партнёр,Классическая,6662.38,2023-05-29,1,24.0
CLT01217,Массовый+,30,4832.7,Брестская область,Интернет-банк,Золотая,23041.55,2024-03-16,1,25.0
CLT01218,Массовый,32,1755.43,Гродненская область,Мобильное приложение,Классическая,4535.86,2023-11-01,0,
CLT01219,Массовый,30,1713.72,Минск,Мобильное приложение,Классическая,7796.97,2023-12-26,0,
CLT01220,Массовый+,48,3800.2,Гродненская область,Отделение,Классическая,22158.8,2024-03-22,0,
CLT01221,Массовый+,49,3445.15,Гомельская область,Мобильное приложение,Золотая,18848.82,2023-01-22,1,12.0
CLT01222,Массовый+,30,5105.55,Витебская область,Интернет-банк,Золотая,15450.16,2023-11-30,1,5.0
CLT01223,Массовый+,45,4840.12,Брестская область,Интернет-банк,Золотая,11849.13,2024-02-29,0,
CLT01224,Массовый+,35,5510.56,Минск,Интернет-банк,Золотая,18541.97,2023-08-16,1,1.0
CLT01225,Массовый,40,1306.62,Минск,Мобильное приложение,Классическая,5376.68,2023-08-18,0,
CLT01226,Массовый,22,1410.64,Могилёвская область,Партнёр,Классическая,3243.33,2024-04-06,1,29.0
CLT01227,Массовый,45,919.9,Минск,Интернет-банк,Классическая,4643.01,2023-10-12,1,9.0
CLT01228,Массовый,23,2026.62,Гродненская область,Мобильное приложение,Классическая,6711.78,2023-09-23,1,22.0
CLT01229,Private,56,27509.57,Брестская область,Мобильное приложение,Платиновая,69690.01,2023-08-06,1,22.0
CLT01230,Массовый,38,813.16,Гомельская область,Мобильное приложение,Классическая,1976.55,2023-12-04,1,11.0
CLT01231,Массовый+,28,3075.13,Гродненская область,Отделение,Классическая,7222.29,2023-10-22,1,25.0
CLT01232,Премиум,34,12988.49,Минская область,Мобильное приложение,Платиновая,52066.08,2023-01-07,1,9.0
CLT01233,Массовый,27,1271.25,Брестская область,Интернет-банк,Классическая,6317.19,2024-03-07,0,
CLT01234,Премиум,41,16661.29,Минск,Интернет-банк,Золотая,54935.15,2023-03-29,1,7.0
CLT01235,Массовый,40,2266.01,Минск,Партнёр,Классическая,5098.05,2023-06-22,1,28.0
CLT01236,Массовый+,27,3095.45,Минск,Мобильное приложение,Золотая,7904.75,2023-08-11,0,
CLT01237,Массовый+,51,5015.24,Минская область,Партнёр,Классическая,15656.68,2023-03-15,0,
CLT01238,Массовый+,35,4828.11,Витебская область,Мобильное приложение,Золотая,28940.12,2023-04-07,1,7.0
CLT01239,Массовый+,41,3467.66,Гомельская область,Мобильное приложение,Классическая,13994.65,2023-04-18,1,6.0
CLT01240,Массовый,27,2253.51,Брестская область,Интернет-банк,Классическая,6197.03,2023-09-25,0,
CLT01241,Массовый,35,2277.51,Гродненская область,Мобильное приложение,Классическая,5785.2,2024-04-17,1,6.0
CLT01242,Массовый,43,1845.25,Минская область,Интернет-банк,Классическая,10548.55,2023-07-26,1,10.0
CLT01243,Премиум,55,6899.34,Витебская область,Мобильное приложение,Золотая,20228.85,2023-12-26,1,11.0
CLT01244,Массовый,36,2459.07,Минск,Отделение,Классическая,8555.64,2024-04-04,0,
CLT01245,Массовый,26,903.7,Минск,Мобильное приложение,Классическая,4998.12,2023-10-18,0,
CLT01246,Массовый+,34,4253.87,Гродненская область,Мобильное приложение,Классическая,11231.01,2023-01-22,0,
CLT01247,Массовый,19,1966.73,Минская область,Интернет-банк,Классическая,7815.99,2023-01-14,0,
CLT01248,Массовый,21,1109.7,Минск,Интернет-банк,Классическая,4322.09,2024-04-24,0,
CLT01249,Массовый,25,2175.86,Витебская область,Мобильное приложение,Классическая,5627.04,2023-04-23,1,17.0
CLT01250,Массовый,22,1375.49,Витебская область,Мобильное приложение,Классическая,4165.52,2023-08-07,0,
CLT01251,Массовый,34,1592.56,Брестская область,Мобильное приложение,Классическая,6639.06,2023-04-15,0,
CLT01252,Private,47,20340.25,Гродненская область,Отделение,Платиновая,109511.16,2023-01-29,1,9.0
CLT01253,Премиум,54,9213.26,Минск,Партнёр,Золотая,22881.55,2024-01-23,1,28.0
CLT01254,Private,41,69565.5,Минская область,Мобильное приложение,Привилегия,384357.54,2023-03-12,0,
CLT01255,Массовый+,28,3163.58,Минск,Партнёр,Золотая,15191.21,2024-06-24,0,
CLT01256,Массовый,31,2380.39,Минск,Интернет-банк,Классическая,8384.57,2023-01-09,0,
CLT01257,Массовый,27,1987.42,Минская область,Мобильное приложение,Классическая,4385.71,2024-04-26,0,
CLT01258,Массовый,27,2186.55,Гродненская область,Мобильное приложение,Классическая,10730.69,2023-05-16,0,
CLT01259,Массовый+,37,3830.47,Могилёвская область,Мобильное приложение,Классическая,18752.94,2023-05-06,1,30.0
CLT01260,Массовый+,55,5268.87,Минская область,Отделение,Золотая,26925.42,2024-04-14,0,
CLT01261,Массовый,42,1164.71,Минск,Отделение,Классическая,4736.63,2023-03-11,1,14.0
CLT01262,Массовый,29,849.5,Гродненская область,Интернет-банк,Классическая,4565.06,2023-11-20,1,27.0
CLT01263,Премиум,46,18735.65,Гомельская область,Интернет-банк,Золотая,83126.24,2023-09-01,0,
CLT01264,Массовый+,45,4672.99,Брестская область,Мобильное приложение,Золотая,15749.13,2024-01-12,0,
CLT01265,Премиум,54,17297.08,Минская область,Мобильное приложение,Платиновая,72610.42,2024-01-03,1,20.0
CLT01266,Премиум,44,15894.2,Гомельская область,Интернет-банк,Золотая,74475.15,2024-02-23,1,15.0
CLT01267,Массовый,37,2025.76,Минская область,Интернет-банк,Классическая,8046.5,2023-09-24,0,
CLT01268,Массовый,40,1554.24,Могилёвская область,Интернет-банк,Классическая,4123.37,2023-07-08,1,7.0
CLT01269,Массовый,37,1213.35,Гродненская область,Мобильное приложение,Классическая,4681.13,2023-07-03,1,9.0
CLT01270,Массовый,36,1860.55,Минск,Отделение,Классическая,8054.88,2024-06-11,1,10.0
CLT01271,Премиум,48,9114.4,Минск,Мобильное приложение,Золотая,27644.38,2023-03-21,1,2.0
CLT01272,Массовый+,55,4780.16,Гродненская область,Мобильное приложение,Золотая,10484.33,2023-10-23,1,2.0
CLT01273,Массовый,42,1469.84,Гомельская область,Мобильное приложение,Классическая,8574.15,2024-03-20,1,15.0
CLT01274,Массовый,32,808.36,Брестская область,Мобильное приложение,Классическая,4133.52,2023-02-23,0,
CLT01275,Премиум,37,12441.91,Минск,Отделение,Золотая,26486.78,2024-01-05,1,9.0
CLT01276,Массовый,33,2092.12,Минск,Интернет-банк,Классическая,10173.04,2023-09-21,0,
CLT01277,Массовый,45,1977.89,Витебская область,Мобильное приложение,Классическая,10076.17,2023-12-03,1,8.0
CLT01278,Массовый,22,1569.75,Минск,Мобильное приложение,Классическая,4016.27,2024-04-27,0,
CLT01279,Массовый+,53,4670.89,Минская область,Интернет-банк,Золотая,19542.03,2024-03-24,0,
CLT01280,Массовый,43,910.52,Минская область,Мобильное приложение,Классическая,4598.8,2023-12-08,1,26.0
CLT01281,Массовый,37,2050.17,Гродненская область,Отделение,Классическая,4174.22,2024-01-10,1,23.0
CLT01282,Массовый,20,893.22,Гродненская область,Мобильное приложение,Классическая,4349.51,2023-10-24,0,
CLT01283,Массовый,29,2342.02,Минская область,Интернет-банк,Классическая,8622.82,2024-01-15,0,
